Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees
KE,Nanyuki,Nyeri North,Gikamba,Kabendera,EVERGREEN D,07/06/2008 00:00,1,1562
KE,Nanyuki,Nyeri North,Gikati,Kabendera,EVERGREEN E,07/06/2008 00:00,1,549
KE,Nanyuki,Laikipia West,Gatero,Ndunyu loip,MARURA WENDANI,07/06/2008 00:00,1,9790
KE,Nanyuki,Laikipia West,Muhotetu,Ndunyu loip,NDUNYU T.P GROUP,07/06/2008 00:00,1,2454
KE,Nanyuki,Laikipia West,Mithuri,Ndunyu/loip,Ndunyu Mwireri,07/06/2008 00:00,1,2446
KE,Meru,Tharaka,Mukothima,Igumoni /tagaani,Mukurimba,8/27/2022 22:28,1,124
IN,Tamil Nadu,,Arungaldurugam,Kattuvengatapuram,Mahalakshmi,07/05/2008 00:00,1,842
KE,Meru,Tharaka,Mukothima,Kinyuiro,Kinyuiro self help Group,8/27/2022 22:28,1,1006
KE,Meru,Tharaka,Mukothima,Kombo,Kanguni,8/27/2022 22:28,1,121
KE,Meru,Tharaka,Mukothima,Irunduni,Irunduni A,8/20/2022 22:43,1,543
KE,Meru,Tharaka,Mukothima,Irunduni,Irunduni B,8/20/2022 22:43,1,484
KE,Nanyuki,Laikipia East,Weruini,Kibubungi,Mububungi,07/04/2008 00:00,1,134
KE,Meru,Tharaka,Mukothima,Kathima,Kathima SHG B,8/20/2022 22:43,1,168
KE,Nanyuki,Laikipia West,Tandare,Mithiga/miteta,Kiamitewa (C),07/04/2008 00:00,1,1299
KE,Nanyuki,Laikipia West,Tandare,Mithiga/miteta,NYAKINYUA (E),07/04/2008 00:00,1,3717
UG,Kabale,Kabale,Muhanga,Bukinda,Nyakabungo  group,07/03/2008 00:00,1,4755
KE,Meru,Tharaka,Mukothima,Mpanguani,Kaguni Group 1,8/20/2022 22:43,1,53
KE,Meru,Tharaka,Mukothima,Nkomano,Gaceria Women Group,8/20/2022 22:43,1,77
KE,Nanyuki,Nyeri North,Manje Mbogo,Huku,FRESH STEM S.H.G,07/02/2008 00:00,1,678
KE,Nanyuki,Nyeri North,Ragati,Kahurura,MUKUI S.H.G,07/02/2008 00:00,1,495
KE,Meru,Tharaka,Mukothima,Thiti,Thiti Mother's B,8/20/2022 22:43,1,383
KE,Nanyuki,Nyeri North,Itangini,Kwahuku,Kanja,07/02/2008 00:00,1,2048
KE,Nanyuki,Laikipia West,Tandare,Miteta,CENTRAL(A),07/02/2008 00:00,1,634
KE,Nanyuki,Laikipia West,Tandare,Mithiga/Tandare,KIAMITEWA (E),07/02/2008 00:00,1,5367
KE,Meru,Tharaka,Mukothima,Iriani,G- Iriani Vision,08/05/2022 22:00,1,113
KE,Meru,Tharaka,Mukothima,Kiamauti,Nkomano Farmers Group,08/05/2022 22:00,1,189
KE,Meru,Tharaka,Mukothima,Kiamauti,Tharakan Poultry 1,08/05/2022 22:00,1,318
IN,Tamil Nadu,,Thurinjapuram,Athimoor,Saroja,07/01/2008 00:00,1,540
KE,Meru,Tharaka,Mukothima,Kabuabua,Kagumoni A,7/25/2022 14:00,1,209
KE,Nanyuki,Laikipia West,Karaba,Karaba,Upendo,6/30/2008 0:00,1,3173
KE,Meru,Tharaka,Mukothima,Kabuabua,Kagumoni B,7/25/2022 14:00,1,94
KE,Meru,Tharaka,Mukothima,Irunduni,Mukumbuthi SHG,07/10/2022 11:23,1,117
KE,Meru,Tharaka,Mukothima,Mwanyani,Kamwembe B,07/10/2022 11:23,1,442
IN,Tamil Nadu,Tiruvannamalai,Vandhavasi,Thadinolambai,Saravanan,6/30/2008 0:00,1,3480
KE,Nanyuki,Laikipia West,Gatero,Mukurumo(A),MUTI-MUIGU,6/29/2008 0:00,1,18807
KE,Nanyuki,Laikipia West,Karaba,Ndathimi,NAIGARA SHG,6/29/2008 0:00,1,1564
KE,Nanyuki,Laikipia West,Njorua,NDURURU,NDURURU WATER USERS,6/29/2008 0:00,1,1274
KE,Meru,Tharaka,Mukothima,Mwanyani,Kamwembe Group A,07/06/2022 04:34,1,189
KE,Meru,Tharaka,Mukothima,Kiamauti,Kiamauti Farmers,07/04/2022 07:21,1,98
KE,Meru,Tharaka,Mukothima,Kiokiandia,Kagoto Group,6/27/2022 5:28,1,213
IN,Tamil Nadu,Tiruvannamalai,Velanthangal,Velugampattu,Kanniyammal,6/27/2008 0:00,1,539
IN,Tamil Nadu,Tiruvannamalai,Velanthangal,Vilappakam,Gandhi,6/27/2008 0:00,1,535
KE,Nanyuki,Laikipia East,Suguroi,wiyumiririe,Imani s.h.group,6/27/2008 0:00,1,1234
KE,Nanyuki,Laikipia East,Kamangura,Kamangura,Kamangura (G11),6/26/2008 0:00,1,1387
KE,Meru,Tharaka,Mukothima,Kabuabua,Unity Group,6/23/2022 22:57,1,487
KE,Meru,Tharaka,Mukothima,Mukothima A,Mukothima A Group,6/23/2022 22:57,1,507
KE,Meru,Tharaka,Mukothima,Nkandi,Exodus Group,6/23/2022 22:57,1,156
KE,Meru,Tharaka,Mukothima,Iriani,Iriani Fellowship C,6/13/2022 6:28,1,245
KE,Nanyuki,Laikipia West,Munyu,Munyu,MUNYU (A),6/26/2008 0:00,1,447
KE,Nanyuki,Laikipia West,Munyu,Munyu,MUNYU (H),6/26/2008 0:00,1,720
IN,Tamil Nadu,Tiruvannamalai,Velanthangal,Ariyapadi,Nehru,6/25/2008 0:00,1,1051
KE,Meru,Tharaka,Mukothima,Kaweru,Kaweru Tree Growers,6/13/2022 6:28,1,264
IN,Tamil Nadu,Tiruvannamalai,Chetpet,Maruthuvampadi,Mariyamman,6/25/2008 0:00,1,2016
KE,Nanyuki,Laikipia West,Munyu,Munyu,GITUAMBA (G),6/25/2008 0:00,1,2898
IN,Tamil Nadu,Tiruvannamalai,Chetpet,Vilappakkam,Thangavel,6/25/2008 0:00,1,360
KE,Nanyuki,Laikipia East,Suguroi,wiyumiririe,Net  Small  Group,6/25/2008 0:00,1,2582
KE,Meru,Tharaka,Mukothima,Kiandia,Nthaguta,6/13/2022 6:28,1,340
KE,Nanyuki,,Weruini,Weruini,Kio,6/24/2008 0:00,1,1056
KE,Meru,Tharaka,Mukothima,Kiandia,Tumaini Group,6/13/2022 6:28,1,66
KE,Nanyuki,Laikipia East,Kiahuko,Iriuko,Mwireri iriuko group,6/23/2008 0:00,1,259
KE,Nanyuki,Laikipia East,Itangini,Kwao,John,6/23/2008 0:00,1,207
KE,Meru,Tharaka,Mukothima,Kirigicha,Window women SHG C,6/13/2022 6:28,1,154
KE,Nanyuki,Laikipia West,Munyu,Munyu,GATHURIA (A),6/23/2008 0:00,1,2382
IN,Tamil Nadu,,Pallipattu,Kaburkandigai,Kumaraswamy,6/22/2008 0:00,1,487
KE,Nanyuki,Laikipia West,Pondo,LESHAU,MUGANDE  grp,6/22/2008 0:00,1,897
KE,Nanyuki,Laikipia West,Ndogino,LESHAU,MUTITU  KWALE,6/22/2008 0:00,1,603
KE,Nanyuki,Laikipia West,Karamtoni,Ndivai,Kagongo,6/22/2008 0:00,1,655
KE,Nanyuki,Laikipia West,Raichiri Podo,Ndivai,KIHINGO YOUTH-A,6/22/2008 0:00,1,501
KE,Nanyuki,Laikipia West,Kihingo,Ndivai,MUNYAKA MUIRI grp,6/22/2008 0:00,1,703
KE,Nanyuki,Laikipia East,Matanya,Waguthiru,Mwihoko waguthiru,6/22/2008 0:00,1,558
KE,Meru,Tharaka,Mukothima,Kirundi,Window women SHG  B,6/13/2022 6:28,1,11
KE,Nanyuki,Laikipia West,Karamtoni,LESHAU,MURAKA  grp,6/21/2008 0:00,1,1298
KE,Nanyuki,Laikipia West,Karamtoni,Ndivai,MUCHOKERERIA  grp,6/21/2008 0:00,1,817
KE,Nanyuki,Laikipia West,Karamtoni,Ndivai,MURERA-Ndivai  grp,6/21/2008 0:00,1,1667
KE,Nanyuki,Laikipia East,Kiahuko,Tigithi,Burgret boarder,6/21/2008 0:00,1,568
KE,Meru,Tharaka,Mukothima,Miomponi,Mwembe Group,6/13/2022 6:28,1,716
KE,Nanyuki,North Imenti,Ontilili,Kianjera,Mwangaza  B,6/20/2008 0:00,1,297
KE,Meru,Tharaka,Mukothima,Mpangwuani,Ntithini Members,6/13/2022 6:28,1,523
KE,Meru,Tharaka,Mukothima,Mugutu,Gatethia Group,6/13/2022 6:28,1,43
KE,Nanyuki,Laikipia West,Munyu,Munyu,GITUAMBA (D),6/20/2008 0:00,1,1269
KE,Nanyuki,Laikipia West,Munyu,Munyu,MUNYU ( E),6/20/2008 0:00,1,1062
KE,Nanyuki,North Imenti,Kianjera,Nkando,Mwangaza,6/20/2008 0:00,1,568
KE,Meru,Tharaka,Mukothima,Mukothima,Window women SHG Thiti A,6/13/2022 6:28,1,39
KE,Meru,Tharaka,Mukothima,Mukuyuni,Mukuyuni Women Group A,6/13/2022 6:28,1,6
KE,Meru,Tharaka,Mukothima,Mukuyuni,Mukuyuni Women Group B,6/13/2022 6:28,1,0
KE,Meru,Tharaka,Mukothima,ntithini,Archery group,6/13/2022 6:28,1,240
KE,Meru,Tharaka,Mukothima,Thanantu,Kanini SHG 1,6/13/2022 6:28,1,191
KE,Meru,Tharaka,Mukothima,Thanantu,Mukumbuthi 1,6/13/2022 6:28,1,141
KE,Meru,Tharaka,Mukothima,Iriani,Irani farmers initiative B,1/14/2022 7:59,1,90
KE,Meru,Tharaka,Mukothima,Mukothima B,Mukiri Mwega shg,01/05/2022 06:26,1,40
KE,Meru,Tharaka,Mukothima,Iriani,Iriani Fellowship A,12/28/2021 5:18,1,310
KE,Meru,Tharaka,Mukothima,Iriani,Iriani fellowship B,12/28/2021 5:18,1,148
KE,Meru,Tharaka,Mukothima,Rwakinanga,Gatumwa Group,12/28/2021 5:18,1,32
KE,Meru,Tharaka,Mukothima,Rwakinanga,Karembo Umoja,12/28/2021 5:18,1,92
KE,Meru,Tharaka,Mukothima,Rwakinanga,Makona,12/28/2021 5:18,1,181
KE,Meru,Tharaka,Mukothima,Rwakinanga,Muchui,12/28/2021 5:18,1,103
KE,Meru,Tharaka,Mukothima,Rwakinanga,Weega,12/28/2021 5:18,1,101
KE,Meru,Tharaka,Mukothima,Reakinanga,Kathomi,12/14/2021 4:01,1,34
KE,Meru,Tharaka,Mukothima,Rwakinanga,Juliet Kagendo Kimbo,12/14/2021 4:01,1,88
KE,Meru,Tharaka,Mukothima,Mukothima B,Mukiri mwega SHG A,11/24/2021 15:26,1,171
KE,Nanyuki,Laikipia West,Githima,Mutarakwa,MUTARAKWA  (B),6/19/2008 0:00,1,912
KE,Nanyuki,Laikipia East,Matanya,Tigithi,Mwereri waguthiru,6/19/2008 0:00,1,2017
KE,Meru,Tharaka,Mukothima,NTUGI,Kabuthia Women Group,11/24/2021 15:26,1,236
KE,Nanyuki,Laikipia West,Munyu,Munyu,KIAMWARIRI (A),6/18/2008 0:00,1,983
KE,Nanyuki,Laikipia East,Weruini,Weruini,V.G weruini,6/18/2008 0:00,1,417
KE,Nanyuki,Laikipia East,Kiriogo,Kariki,KIRIOKO,6/17/2008 0:00,1,968
KE,Nanyuki,Laikipia East,Kiriogo,Kiriogo,Karioka  Group.,6/17/2008 0:00,1,3175
KE,Meru,Tharaka,Mukothima,Kanyange,Kanyange trees farmers A,08/05/2021 06:48,1,56
KE,Meru,Tharaka,Mukothima,Kanyange,Kanyange trees farmers B,08/05/2021 06:48,1,85
KE,Nanyuki,Laikipia East,Chuma,Chuma,Chuma bruwa 11.,6/15/2008 0:00,1,229
KE,Meru,Tharaka,Mukothima,Nchakwa,Twimenye Tree planting,08/05/2021 06:48,1,150
KE,Meru,Tharaka,Mukothima,Kaguma,Kagungaani Tree N. B,05/07/2021 05:25,1,106
KE,Meru,Tharaka,Mukothima,Kaguma,Kagungaani Tree N. SHG A,05/07/2021 05:25,1,190
KE,Meru,Tharaka,Mukothima,Kaguuma,Kagungaani T.N. C,05/07/2021 05:25,1,126
KE,Meru,Tharaka,Mukothima,Kiiriga,GN Chiakariga Joint Farmers,05/07/2021 05:25,1,84
IN,Tamil Nadu,,Thurinjapuram,Padiyampattu,Bharathiyar,6/15/2008 0:00,1,17
KE,Meru,Tharaka,Mukothima,Mutaranga,Muntui Welfare,05/07/2021 05:25,1,481
KE,Meru,Tharaka,Mukothima,Nchakwa,GN Muntui  B,05/07/2021 05:25,1,214
KE,Nanyuki,Laikipia West,Karaba,Karaba,MUGUMO 'B',6/14/2008 0:00,1,1806
KE,Nanyuki,Laikipia West,Munyu,Munyu,GATAMI (A),6/14/2008 0:00,1,588
KE,Nanyuki,Laikipia West,Munyu,Munyu,GITUAMBA (B),6/14/2008 0:00,1,938
KE,Nanyuki,Laikipia East,Weruini,Weruini,Wendani weruini,6/14/2008 0:00,1,640
KE,Meru,Tharaka,Mukothima,NTUGI,Gacheria Famers A,05/07/2021 05:25,1,229
KE,Nanyuki,Nyandarua,Kiandege,CHAURI,KUGERIA,6/13/2008 0:00,1,3644
KE,Nanyuki,Nyandarua,Kiandege,CHAURI,MUTAMAIU,6/13/2008 0:00,1,2695
KE,Meru,Tharaka,Mukothima,Kathita,Kathita self help Group,05/06/2021 10:08,1,325
KE,Meru,Tharaka,Mukothima,Mathiga,Tharaka Green Gold A,05/06/2021 10:08,1,242
KE,Nanyuki,Laikipia West,Mutanga,Kanothi/Leshau,UKULIMA  grp,6/13/2008 0:00,1,545
KE,Meru,Tharaka,Mukothima,Thanantu,Mukumbuthi B,05/04/2021 07:25,1,69
KE,Meru,Tharaka,Mukothima,Chiakariga,Muguna Ffs C,05/03/2021 05:12,1,331
KE,Meru,Tharaka,Mukothima,Gaciambogo,Muguna ffs A,05/03/2021 05:12,1,194
KE,Meru,Tharaka,Mukothima,Gaciambogo,Muguna FFS D,05/03/2021 05:12,1,149
KE,Nanyuki,Nyandarua,Pondo,LESHAU,GAMA S.H.G,6/13/2008 0:00,1,916
KE,Nanyuki,Nyandarua,Pondo,LESHAU,Maendeleo,6/13/2008 0:00,1,2132
KE,Nanyuki,Nyandarua,Kiandege,LESHAU,Muiri,6/13/2008 0:00,1,935
KE,Nanyuki,Laikipia West,Mutanga,LESHAU,NYAKIO  s.h.g.,6/13/2008 0:00,1,3394
KE,Nanyuki,Nyeri North,Ndogino,LESHAU,ROYAL,6/13/2008 0:00,1,1181
KE,Nanyuki,Nyandarua,Ndogino,LESHAU,SMART FARMERS,6/13/2008 0:00,1,937
KE,Nanyuki,Laikipia West,Mairo Nne,LESHAU,TUUNGANE  grp,6/13/2008 0:00,1,5046
KE,Nanyuki,Nyandarua,Ndogino,LESHAU,WEAVER,6/13/2008 0:00,1,773
KE,Nanyuki,Laikipia West,Pondo,Leshau Pondo,MATHINGIRA T.N.grp,6/13/2008 0:00,1,622
KE,Nanyuki,Laikipia West,Pondo,Leshau/Mathingira,LUCKY,6/13/2008 0:00,1,902
KE,Nanyuki,Nyandarua,Ndogino,Leshau/Mathingira,Munyaka,6/13/2008 0:00,1,553
KE,Nanyuki,Laikipia West,Mairo Nne,Mairo-inya,MARA-MOJA  s.h.g.,6/13/2008 0:00,1,1121
KE,Nanyuki,Laikipia West,Mairo Nne,Mairo-inya/Kiriita,URUMWE  grp,6/13/2008 0:00,1,459
KE,Nanyuki,Nyandarua,Pondo,MUNANDAINI,ENDIWEGA,6/13/2008 0:00,1,676
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,UMOJA  PAMOJA,6/13/2008 0:00,1,2847
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,UNITY  grp,6/13/2008 0:00,1,2073
KE,Nanyuki,Laikipia West,Pondo,Mutitu,Wazee,6/13/2008 0:00,1,662
KE,Nanyuki,Laikipia West,Pondo,Mutitu Ngoru,MAHIANYU CENTRE,6/13/2008 0:00,1,750
KE,Nanyuki,Laikipia West,Pondo,Mutitu/Ngoru,THOME,6/13/2008 0:00,1,821
KE,Nanyuki,Laikipia West,Kiandege,Ngoru,YAKO,6/13/2008 0:00,1,6701
KE,Nanyuki,Laikipia West,Pondo,Ngoru/Mahianyu,KIANJOGU  TREE  N. s.h.g.,6/13/2008 0:00,1,553
KE,Meru,Tharaka,Mukothima,Kiiriga,Gacheria Farmers B,05/03/2021 05:12,1,271
KE,Meru,Tharaka,Mukothima,Kombo,Muguna ffs B,05/03/2021 05:12,1,444
KE,Meru,Tharaka,Mukothima,Mariango,Jikaze self help Group A,4/22/2021 5:39,1,90
KE,Meru,Tharaka,Mukothima,Mariango,Jikaze self help group B,4/22/2021 5:39,1,167
KE,Nanyuki,Laikipia West,Mairo Nne,LESHAU,MWITIRITHIA grp,06/12/2008 00:00,1,136
KE,Nanyuki,Laikipia West,Mairo Nne,Mathingira,RITAYA T. PLANTERS,06/12/2008 00:00,1,279
KE,Meru,Tharaka,Mukothima,Weruni,Umoja women group B,4/14/2021 7:26,1,268
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,DAM SECTION-A,06/12/2008 00:00,1,675
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,DAM SECTION-B,06/12/2008 00:00,1,554
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,DAM VIEW grp,06/12/2008 00:00,1,949
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,MAHIHU  FARMERS,06/12/2008 00:00,1,2268
KE,Nanyuki,Laikipia West,Mairo Nne,Mung'etho,SPARROW PLANTATION,06/12/2008 00:00,1,909
KE,Nanyuki,Laikipia West,Munyu,Munyu,GITUAMBA (C),06/12/2008 00:00,1,820
KE,Nanyuki,Laikipia West,Munyu,Munyu,KIAMWARIRI (B),06/12/2008 00:00,1,3253
KE,Nanyuki,Nyeri North,Gikati,Murungaru,MURUNGARU-G,06/12/2008 00:00,1,646
KE,Nanyuki,Laikipia West,Pondo,Mutitu,MEKA,06/12/2008 00:00,1,709
KE,Nanyuki,Laikipia West,Pondo,Mutitu,MWIRERI  G,06/12/2008 00:00,1,1039
KE,Nanyuki,Laikipia West,Pondo,Mutitu/Kiandege,Wendani,06/12/2008 00:00,1,591
UG,Kabale,Kabale,Nyamweru,Kihorongwa,Kihorongwa kwetungura,06/11/2008 00:00,1,3696
KE,Nanyuki,Laikipia West,Ndogino,LESHAU,MITI MINGI -D,06/11/2008 00:00,1,277
KE,Nanyuki,Laikipia West,Ndogino,LESHAU,MITI MINGI -E,06/11/2008 00:00,1,550
KE,Nanyuki,Laikipia West,Pondo,Mahianyu/Kiandege,MWIHOKO,06/11/2008 00:00,1,4347
KE,Nanyuki,Laikipia West,Munyu,Munyu,GATHWARA (B),06/11/2008 00:00,1,1021
KE,Nanyuki,Laikipia West,Munyu,Munyu,KIRITI  (A),06/11/2008 00:00,1,359
KE,Nanyuki,Laikipia West,Muruku Pesi,MURUKU,CENTRAL VILLAGE grp,06/11/2008 00:00,1,225
KE,Nanyuki,Laikipia West,Nganoini,MURUKU,NGORORO SLOPES grp,06/11/2008 00:00,1,72
KE,Nanyuki,Laikipia West,Pondo,Mutitu,KAHITI DAM grp,06/11/2008 00:00,1,1086
KE,Nanyuki,Laikipia West,Pondo,Mutitu,MUROHA s.h.g.-B,06/11/2008 00:00,1,865
KE,Nanyuki,Laikipia West,Pondo,Mutitu,MWENYERE,06/11/2008 00:00,1,3040
KE,Nanyuki,Laikipia West,Kiandege,Ngoru/Mahianyu,Bidii,06/11/2008 00:00,1,8095
KE,Nanyuki,Laikipia East,Chuma,Chuma,Chumbi,06/10/2008 00:00,1,403
KE,Nanyuki,Laikipia West,Njorua,Michatha,MUNANDAINI TREE PLANTING,06/10/2008 00:00,1,1288
KE,Nanyuki,Laikipia West,Munyu,Munyu,GATHURIA (B),06/10/2008 00:00,1,585
KE,Nanyuki,Laikipia West,Munyu,Munyu,GATHWARA (A),06/10/2008 00:00,1,432
KE,Nanyuki,Laikipia West,Pondo,Mutitu,MUROHA s.h.g.-A,06/10/2008 00:00,1,595
KE,Nanyuki,,Wiumiririe,Kiriogo,Mukima 2008,06/09/2008 00:00,1,2344
KE,Nanyuki,Laikipia West,Githima,Kagongo,Kagongo Witeithie Group,06/07/2008 00:00,1,438
KE,Meru,Tharaka,Mukothima,Nkomano,Smart  Devisers,04/07/2021 08:30,1,52
KE,Meru,Tharaka,Mukothima,Iriani,Iriani Farmers Initiate C,3/15/2021 10:51,1,36
KE,Meru,Tharaka,Mukothima,Iriani,Iriani Farmers Initiative A,3/15/2021 10:51,1,266
IN,Tamil Nadu,Tiruvannamalai,Arni,Agaram,Sarathammal,06/05/2008 00:00,1,530
KE,Meru,Tharaka,Mukothima,Iriani,Iriani Victory  B,3/15/2021 10:51,1,61
KE,Nanyuki,Nyeri North,Kiamariga,Kiamariga,Rangi,06/05/2008 00:00,1,764
KE,Meru,Tharaka,Mukothima,Kabutuko,Mukoroce Group,3/15/2021 10:51,1,47
KE,Meru,Tharaka,Mukothima,Kiamauti,Kiamauti Group,3/15/2021 10:51,1,53
KE,Meru,Tharaka,Mukothima,Mukuyuni,Gatumi Mucii B,3/15/2021 10:51,1,27
KE,Meru,Tharaka,Mukothima,Mukuyuni,Gatumi Mucii C,3/15/2021 10:51,1,69
KE,Meru,Tharaka,Mukothima,Kabuabua,Gatumi  Mucii,03/07/2021 14:14,1,89
KE,Nanyuki,Laikipia East,Kamuthanga,Kirurumo,MUKINDURI,06/04/2008 00:00,1,16
KE,Meru,Tharaka,Mukothima,Gikingo,Kaguni Nkomano,1/18/2021 12:32,1,42
KE,Meru,Tharaka,Mukothima,Gikingo,Wendo shg A,1/18/2021 12:32,1,110
KE,Nanyuki,Nyandarua,Ndogino,LESHAU,MITI MINGI grp-B,06/03/2008 00:00,1,342
KE,Nanyuki,Nyandarua,Raichiri Podo,Leshau Pondo,KUMITI,06/03/2008 00:00,1,544
KE,Nanyuki,Nyandarua,Kihingo,Ndivai,MITI MINGI grp-A,06/03/2008 00:00,1,375
KE,Meru,Tharaka,Mukothima,Mpondoni,Wendo shelf help,1/18/2021 12:32,1,48
KE,Meru,Tharaka,Mukothima,Mpondoni,Wendo Thiiti,1/18/2021 12:32,1,207
KE,Meru,Tharaka,Mukothima,Mugutu,Wendo SHG,1/18/2021 12:32,1,29
KE,Meru,Tharaka,Mukothima,Ciamaratatia,Mutethia,01/07/2021 19:49,1,184
KE,Meru,Tharaka,Mukothima,Irunduni,Mukumbuthi,3/17/2020 17:09,1,154
KE,Meru,Tharaka,Mukothima,Mpanguani,Muguni tree planters,3/17/2020 17:09,1,0
KE,Nanyuki,Laikipia West,Salama,SALAMA,MAYU CENTRAL YOUTH GROUP,06/02/2008 00:00,1,515
KE,Nanyuki,Laikipia West,Salama,SALAMA,MLA CHAKE SHG,06/02/2008 00:00,1,268
UG,Kabale,,Kabanyonyi,,Kamunyongwere TT,06/01/2008 00:00,1,3409
KE,Meru,Tharaka,Mukothima,Thhiiti,Tembea Nasi,3/17/2020 17:09,1,128
KE,Meru,Tharaka,Mukothima,Thiiti,Tembea Nasi 2,3/17/2020 17:09,1,204
KE,Nanyuki,Nyandarua,Kiriogo,Kiriogo,Kabongo  1  group,06/01/2008 00:00,1,376
KE,Meru,Tharaka,Mukothima,Thiiti,Thiiti mothers,3/17/2020 17:09,1,289
KE,Meru,Tharaka,Mukothima,Thiiti,youth calcare 2,3/17/2020 17:09,1,652
KE,Meru,Tharaka,Mukothima,Thiiti,Youth carcare,3/17/2020 17:09,1,502
KE,Meru,Tharaka,Mukothima,Gantomba,Jipange women,03/11/2020 09:44,1,78
KE,Meru,Tharaka,Mukothima,Kiandia,Bidii shg A,03/11/2020 09:44,1,50
KE,Meru,Tharaka,Mukothima,Kiandia,Bidii shg B,03/11/2020 09:44,1,194
KE,Meru,Tharaka,Mukothima,Kirundi,Jipange,03/11/2020 09:44,1,109
KE,Nanyuki,,Kianjera,Nkando,Kaimenye,5/31/2008 0:00,1,1057
KE,Meru,Tharaka,Mukothima,Kirundi,JIPANGE GROUP,03/11/2020 09:44,1,209
KE,Meru,Tharaka,Mukothima,Mugutu,Iriani single mothers,03/11/2020 09:44,1,42
KE,Meru,Tharaka,Mukothima,Mukothima,Bidii shg,03/11/2020 09:44,1,389
KE,Meru,Tharaka,Mukothima,Ganchebere,Wamazingira group,03/02/2020 06:00,1,576
KE,Meru,Meru South,Mukui,Gautini,Gitaita,03/11/2023 22:35,1,0
KE,Meru,Meru South,Mukui,Mbironi,Mbironi tree planters,1/19/2023 22:38,1,0
KE,Meru,Meru South,Mukui,Kathurini,Kathurini trees planters,01/04/2023 22:40,1,0
KE,Meru,Meru South,Mukui,Miraga,Jackson mbae muruja,01/03/2023 22:41,1,128
KE,Meru,Meru South,Mukui,Miraga,MUTUARU,12/31/2022 22:41,1,0
KE,Meru,Meru South,Mukui,Mbironi,Uwezo,12/30/2022 22:43,1,0
KE,Meru,Meru South,Mukui,Mbironi,Miraga,12/20/2022 22:39,1,30
KE,Meru,Meru South,Mukui,Gitaita,Buffalo,12/05/2022 22:51,1,363
KE,Meru,Meru South,Mukui,Kathurini,Iriani tree planters,11/19/2022 22:31,1,47
KE,Meru,Meru South,Mukui,Gautini,Mikuu,10/18/2022 22:29,1,0
KE,Meru,Meru South,Mukui,Mukui,Mwika,10/18/2022 22:29,1,74
KE,Meru,Meru South,Mukui,Kathurini,Iria,10/08/2022 22:31,1,32
KE,Meru,Meru South,Mukui,Kathurini,Mukaka,10/08/2022 22:31,1,201
KE,Meru,Meru South,Mukui,Kathurini,Bamuka,9/29/2022 15:33,1,0
KE,Meru,Meru South,Mukui,Kathurini,Jasben,9/29/2022 15:33,1,0
KE,Meru,Meru South,Mukui,Mukui,Kamukondo,9/29/2022 15:33,1,0
KE,Meru,Meru South,Mukui,Mukui,Kiriguni,9/29/2022 15:33,1,83
KE,Meru,Meru South,Mukui,Mukui,Rimbuka,9/29/2022 15:33,1,0
KE,Meru,Meru South,Mukui,Ndundo,Kanyakini kwimenya,8/30/2022 22:26,1,233
KE,Meru,Meru South,Mukui,Ndundo,Kimwangi,8/30/2022 22:26,1,51
KE,Meru,Meru South,Mukui,Ndundo,Kiriungu,8/15/2022 14:20,1,130
KE,Meru,Meru South,Mukui,Gautini,NCAIGA,08/12/2022 12:25,1,128
KE,Meru,Meru South,Mukui,Mbironi,Uuturo,08/12/2022 12:25,1,128
KE,Meru,Meru South,Mukui,Iriani,Kamucii,7/19/2022 16:05,1,0
KE,Meru,Tigania East,Mukunga,Kanyiri,KANYIRI GROUP B,01/07/2022 06:15,1,128
KE,Meru,Tigania East,Mukunga,Kanyiri,Kanyiri group,11/29/2021 6:17,1,427
KE,Meru,Tigania East,Mukunga,Kaburi,Rwakuru,11/12/2021 04:32,1,51
KE,Meru,Tigania East,Mukunga,Kirima,Kirima,11/12/2021 04:32,1,0
KE,Meru,Tigania East,Mukunga,Kirima,Kirima tree planters,11/12/2021 04:32,1,45
KE,Meru,Tigania East,Mukunga,Mukunga,Mukunga  Farmers,11/12/2021 04:32,1,165
KE,Meru,Tigania East,Mukunga,Mukunga,Mukunga bidii group,11/12/2021 04:32,1,153
KE,Meru,Tigania East,Mukunga,Mukunga,Mukunga famers,11/12/2021 04:32,1,106
KE,Meru,Tigania East,Mukunga,Mukunga,Mukunga muthingine,11/12/2021 04:32,1,96
KE,Meru,Tigania East,Mukunga,Mukunga,Mukunga T P,11/12/2021 04:32,1,20
KE,Meru,Tigania East,Mukunga,Mukunga,Mukunga tree group,11/12/2021 04:32,1,220
KE,Meru,Tigania East,Mukunga,Kirima,Kirima tree farms,11/09/2021 15:18,1,129
KE,Meru,Tigania East,Mukunga,Kirima,Kirima trees,11/09/2021 15:18,1,723
KE,Meru,Tigania East,Mukunga,Kiroone,Kiroone tree farms,11/09/2021 15:18,1,190
