Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees
UG,Kabale,Uganda - Kabale,Muko,Nyakataare,Nyakataare Tree Planters,07/09/2023 22:47,1,471
UG,Kanungu,Uganda - Kanungu,Katojo,Ruhago,Itara tree planting,07/08/2023 22:49,1,1904
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,Rwamiganda fermers ass,07/08/2023 22:49,1,486
UG,Bushenyi,Bushenyi,Kiyanga,Kyeshabo.,Kyeshabo Bahingi Group.,07/06/2023 22:49,1,490
UG,Bushenyi,Bushenyi,Kiyanga,Kyeshabo.,Kyeshabo Bahingi Twegaite Group.,07/05/2023 22:50,1,586
UG,Kitgum,Uganda - Kitgum,Orom,Ringilil,Maryland Tree Planting,07/05/2023 22:50,1,472
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,Katangyemeko Tree Growers and Bee Keepers.,07/04/2023 22:51,1,515
UG,Bushenyi,Bushenyi,Kiyanga,Bukiriro 1 .,Bukiriro 1 Tukwatanise Group.,07/03/2023 22:51,1,427
UG,Kanungu,Uganda - Kanungu,Kayonza Mpungu,Mukono,Bwindi my home Lev,07/03/2023 22:51,1,578
UG,Soroti,Soroti,Arapai,Ogorai,ODIERITOK ELDERS GROUP,07/02/2023 22:48,1,935
UG,Bushenyi,Bushenyi,Kiyanga,kafunjo,Kafunjo A.,07/01/2023 22:47,1,121
UG,Bushenyi,Bushenyi,Kiyanga,Rwoburunga B.,Rwoburunga Tuhingye Wmiti Group.,07/01/2023 22:47,1,116
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kajuma Itwara,Kajuma Itwara Self help.G,6/30/2023 22:49,1,21
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kaswa,Nswiga Tukwatanise tree planting Group,6/30/2023 22:49,1,65
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,Katangyemeko Tree Growers Group.,6/30/2023 22:49,1,530
UG,Amuru,Uganda - Amuru,Mutema,Labongo,LACAN KWITE TREE GROWERS,6/30/2023 22:49,1,0
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,NSWIGA,Nswiga environmental specialists grp,6/30/2023 22:49,1,289
UG,Amuru,Uganda - Amuru,Pupwooya,Palabel,Tamkumi,6/30/2023 22:49,1,91
UG,Bushenyi,Bushenyi,Kyaruganda,Rutooma,Rutooma Rwenjaza Turinde Obuhangwa,6/30/2023 22:49,1,488
UG,Kabale,Uganda - Kabale,Hamurwa,Kashongati,Kashongati-Mpungu fermers,6/29/2023 22:55,1,108
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,Tukundane Group.,6/29/2023 22:55,1,689
UG,Amuru,Uganda - Amuru,Pupwooya,Pabuga,Makmukemi,6/29/2023 22:55,1,456
UG,Bushenyi,Bushenyi,Mitooma,Rwakutaka,RUKANGA C.O.U,6/29/2023 22:55,1,168
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,Ndyamuhaki trees group,6/29/2023 22:55,1,365
UG,Kanungu,Uganda - Kanungu,Bukono,Kanyashande,Kanyashande Tree planters,6/28/2023 22:50,1,1013
UG,Lamwo,Uganda - Lamwo,Paloga,LAMODO WEST CELL,NEN ANYIM TREES PLANNING 02,6/28/2023 22:50,1,2110
UG,Bushenyi,Bushenyi,Kiyanga,Nkongi.,Nkongi Turinde Ebyobuhangwa.,6/28/2023 22:50,1,938
UG,Kanungu,Uganda - Kanungu,Katojo,Ruhago,Kajubwe tree planting,6/28/2023 22:50,1,3076
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,Natural Resource Group.,6/27/2023 22:51,1,588
UG,Isingiro,Uganda - Isingiro,Kakamba,RUKONJE,RUKONJE PRIMARY SCHOOL,6/27/2023 22:51,1,317
UG,Lamwo,Uganda - Lamwo,Paloga,LOGWAK EAST,WAN ACEL B,6/26/2023 22:48,1,6638
UG,Amuru,Uganda - Amuru,Pupwooya,Palabel,Go Tree Revolutions,6/26/2023 22:48,1,203
UG,Kayunga,Uganda - Kayunga,Kasana,KASANA,Bright group,6/25/2023 22:50,1,92
UG,Kitgum,Uganda - Kitgum,Namokora,Dyer Orang,Nen Anyim Tree Planting,6/24/2023 22:47,1,931
UG,Kanungu,Uganda - Kanungu,Bukono,Rweyerezo,Robert and family TP,6/24/2023 22:47,1,474
UG,Omoro,Uganda - Omoro,Bobi, Te-Iiwa,Neno pi Anyim  te-iiwa,6/23/2023 22:51,1,151
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,Twekambe Trees growers,6/23/2023 22:51,1,691
UG,Isingiro,Uganda - Isingiro,Kakamba,Rugonza,KEMIYOORA GROUP,6/23/2023 22:51,1,105
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Singarajapuram,Saiman,6/23/2023 22:51,1,462
UG,Omoro,Uganda - Omoro,Bobi,Te-Ilwa,Lim corii,6/23/2023 22:51,1,63
UG,Kanungu,Uganda - Kanungu,Bukono,Ibumbwe,Ndeeba Tree Growers,6/22/2023 22:47,1,539
UG,Kabale,Uganda - Kabale,Bukinda,Kabungo,Kamugaga Bataka group,6/22/2023 22:47,1,6214
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kasaba Tc,Kasaba Tree Planting Group,6/22/2023 22:47,1,437
UG,Bushenyi,Bushenyi,Kiyanga,Kashambya.,Kashambya Tree Farmers Group.,6/22/2023 22:47,1,603
UG,Kitgum,Uganda - Kitgum,Namokora,Loyo nyuka,Pit Tek Tree Planting Group B,6/22/2023 22:47,1,563
UG,Kabale,Uganda - Kabale,Mushanje,Nyakishenyi,Muryakasinda B growers,6/22/2023 22:47,1,372
UG,Kanungu,Uganda - Kanungu,Nyamirama,Nyamirama,MUHWEZI ADAMZ T.P.G,6/22/2023 22:47,1,1293
UG,Soroti,Soroti,Odungura,Olumoi,Ikolonga tpg,6/22/2023 22:47,1,173
UG,Omoro,Uganda - Omoro,Bobi,Barromo,Wanen Anyim barromo,6/21/2023 22:47,1,181
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,God's Army Planting Trees Group,6/21/2023 22:47,1,543
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,Twekambe trees group,6/21/2023 22:47,1,1845
UG,Omoro,Uganda - Omoro,Bobi,Wii_agweng,Nen Anyim Wii agweng,6/21/2023 22:47,1,245
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Kaagu lower,6/20/2023 22:44,1,0
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,Katangyemeko Tukorerehamwe Group.,6/20/2023 22:44,1,401
UG,Bushenyi,Bushenyi,Kyaruganda,Katonzi kabujogera,Tukore tree Farms (kabujogera),6/20/2023 22:44,1,2287
UG,Isingiro,Uganda - Isingiro,Kakamba,KATOOJO 1,KATOOJO TREE PLANTING,6/20/2023 22:44,1,58
UG,Bushenyi,Bushenyi,Kyaruganda,Rwamusobo,Rwamusobo Twimukye,6/20/2023 22:44,1,5724
UG,Bushenyi,Bushenyi,Kiyanga,Kaburara.,Kaburara Turinde Ebyobuhangwa,6/19/2023 22:45,1,1034
UG,Lamwo,Uganda - Lamwo,Paloga,LAGOYAGORO,ATIBA,6/19/2023 22:45,1,826
UG,Lamwo,Uganda - Lamwo,Paloga,ODODO CENTRAL,KACEL WATWERO B,6/19/2023 22:45,1,1388
UG,Lamwo,Uganda - Lamwo,Paloga,OPOKORAN,KONY PACO TREES PLANNING,6/19/2023 22:45,1,1058
UG,Kanungu,Uganda - Kanungu,Rutenga,Ruhago,SIMPLY THE BEST INVESTMENTS,6/19/2023 22:45,1,1424
UG,Lira,Uganda - Lira,Okwalomara,AGERIWANG,NENO ABOR,6/18/2023 22:43,1,114
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,BUHUMURO,Buhumuro twetungule grp,6/18/2023 22:43,1,59
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kagando,Kagando Tree Planters,6/18/2023 22:43,1,24
KE,Muranga,Kenya - Nyeri North,Ndiara,Kiamwenyura,Strong six A.,6/18/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Ndiara,Kiganjo,Strong six B.,6/18/2023 22:43,1,0
UG,Bushenyi,Bushenyi,Rwajere,Nyakahita,Abine amani,6/18/2023 22:43,1,182
UG,Kabale,Uganda - Kabale,Mushanje,Rwamiganda,Rwamiganda tree growers kajabs,6/18/2023 22:43,1,648
UG,Omoro,Uganda - Omoro,Bobi,Barromo,Nen Anyim Barromo,6/17/2023 22:43,1,119
UG,Omoro,Uganda - Omoro,Bobi,Barromo,Yen konyowa,6/17/2023 22:43,1,212
UG,Soroti,Soroti,Tubur-Ogolai,Odukurun,Odukurun tree growers,6/17/2023 22:43,1,0
UG,Soroti,Soroti,Gweri Apucet,Adamasiko,ADAMASIKO STPG,6/16/2023 22:45,1,135
UG,Omoro,Uganda - Omoro,Bobi,Barromo,Par pi diki barromo,6/16/2023 22:45,1,155
UG,Bushenyi,Bushenyi,Kiyanga,Kaburara.,Kaburara Twetungure Group.,6/16/2023 22:45,1,1450
UG,Bushenyi,Bushenyi,Kiyanga,Kibaya.,Abamwe Group.,6/16/2023 22:45,1,241
UG,Kasese,Uganda - Kasese,Kihara,Kihara,Kanyamighisa,6/16/2023 22:45,1,471
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,Kihara unasi tree growers group,6/16/2023 22:45,1,524
UG,Kasese,Uganda - Kasese,Kihara,Kihara,Muyenga 1 tree growers group,6/16/2023 22:45,1,970
UG,Bushenyi,Bushenyi,Kiyanga,Kihungye.,Ruhungye Primary School.,6/16/2023 22:45,1,254
UG,Kayunga,Uganda - Kayunga,Baliwamu,KIWUGU,KIWUGU  TREE  PLANTER,6/16/2023 22:45,1,47
UG,Bushenyi,Bushenyi,Kiyanga,Muzinga,Muzinga Tweyambe Group.,6/16/2023 22:45,1,494
UG,Lamwo,Uganda - Lamwo,Paloga,CINKUL,CINKUL TREES PLANNING,6/15/2023 22:48,1,1884
UG,Bushenyi,Bushenyi,Kabukwiri,Kabukwiri,Kabukwiri reformed poachers,6/14/2023 22:47,1,992
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,Kerere Tree Planters,6/14/2023 22:47,1,2251
UG,Kabale,Uganda - Kabale,Kamuganguzi,Nyarubisi,Nyarubisi tree planting group,6/14/2023 22:47,1,3330
UG,Omoro,Uganda - Omoro,Bobi,Olula east,Pito yen ber olula,6/14/2023 22:47,1,196
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel kal,Palwak Tree Planting,6/14/2023 22:47,1,1694
UG,Omoro,Uganda - Omoro,Bobi,Te_opok,Lobo wire,6/14/2023 22:47,1,52
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Karabai upper,6/13/2023 22:44,1,0
IN,Tamil Nadu,India - Perambalur,Perambalur,Keezhaperambalur,DURGAI,6/13/2023 22:44,1,2278
UG,Lamwo,Uganda - Lamwo,Paloga,LAMODO CENTRAL CELL,RIBBER PAKALABULE TREES PLANNING,6/13/2023 22:44,1,2457
UG,Kanungu,Uganda - Kanungu,Muraamba,Mikirwa,MUKIRWA RWAHAMUHANDA,6/13/2023 22:44,1,1735
UG,Soroti,Soroti,Obwobwo,Akisim,Akisim Ajeluk TPG,06/12/2023 22:45,1,78
UG,Isingiro,Uganda - Isingiro,Kakamba,KASHUMBA,"TWITEZEMBERE-KITYAZA F""",06/12/2023 22:45,1,1895
UG,Isingiro,Uganda - Isingiro,Kakamba,KEMIKOKOMA,ABATABYAMA TREE PLANTING.,06/12/2023 22:45,1,767
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Kiharika,Kiharika - Group,06/12/2023 22:45,1,0
UG,Lamwo,Uganda - Lamwo,Paloga,NGORA,POBEL NEN ANYIM TREES PLANNING,06/12/2023 22:45,1,3230
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyamugari,Nyamugari mukishaha,06/12/2023 22:45,1,754
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Gathage B Farmers,06/11/2023 22:44,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Karabai A.,06/11/2023 22:44,1,0
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Gituka,Gituka,06/10/2023 22:47,1,0
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiangoha,Kiangoha 1,06/10/2023 22:47,1,0
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiangoha,Kiangoha 2,06/10/2023 22:47,1,0
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiaro,Kiaro 1,06/10/2023 22:47,1,0
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiaro,Kiaro 2,06/10/2023 22:47,1,0
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiaro,Kiaro 3,06/10/2023 22:47,1,0
UG,Amuru,Uganda - Amuru,Mutema,Labongo,RYEMO CAN TREE GROWERS,06/10/2023 22:47,1,908
UG,Amuru,Uganda - Amuru,Mutema,Kal,WACITO ANYIM TREE GROWERS,06/09/2023 22:42,1,1972
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Ngewa Lower,06/09/2023 22:42,1,0
UG,Kabale,Uganda - Kabale,Rugyendabara,KARUNGU,Mukyogo tree planting group,06/09/2023 22:42,1,611
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kitooma,Kitooma Tree planters,06/09/2023 22:42,1,1859
UG,Omoro,Uganda - Omoro,Bobi,Mol mot,Yeny ikomi,06/09/2023 22:42,1,54
UG,Amuru,Uganda - Amuru,Pupwooya,Nyamorogo,Walokokwo Tree Planting,06/09/2023 22:42,1,217
KE,Muranga,Kenya - Manga,Ngerechi,Ngerechi,Ngerechi upper,06/08/2023 22:47,1,0
UG,Isingiro,Uganda - Isingiro,Kakamba,BUKANGA NORTH,UBUMWE D,06/07/2023 22:43,1,1311
UG,Isingiro,Uganda - Isingiro,Kakamba,KASHUMBA,TWITEZE MBERE KITYAZA C,06/07/2023 22:43,1,2334
UG,Isingiro,Uganda - Isingiro,Kakamba,KITYAZA B,TWITEZE IMBERE KITYAZA B,06/07/2023 22:43,1,574
UG,Amuru,Uganda - Amuru,Pupwooya,Lagwerigo,Lamolal,06/07/2023 22:43,1,137
UG,Lamwo,Uganda - Lamwo,Paloga,LANGWIDIYIKA,BED KI GEN TREE PLANTING,06/07/2023 22:43,1,3098
UG,Omoro,Uganda - Omoro,Bobi,Mol mot,Nen Anyim mol mot,06/07/2023 22:43,1,100
UG,Kabale,Uganda - Kabale,Muko,Bugarama,Bugarama Green World,06/06/2023 22:49,1,2374
UG,Hoima,Uganda - Hoima,Kitoba,Katikara,KATUKOLE group katikara,06/05/2023 22:44,1,351
UG,Kabale,Uganda - Kabale,Hamurwa,Nyamwigura,Nyamwigura A growers,06/05/2023 22:44,1,1735
UG,Omoro,Uganda - Omoro,Bobi,Oroapwoyo,Ribpe farmers,06/05/2023 22:44,1,248
IN,Tamil Nadu,India - Vellore,Anaikattu,Anaicut,Yegambaram,06/04/2023 22:42,1,429
UG,Kanungu,Uganda - Kanungu,Bukono,Burambira,Bukono Tp,06/03/2023 22:43,1,87
UG,Amuru,Uganda - Amuru,Pupwooya,Ajukumanyiki,Ber Bedo,06/02/2023 22:44,1,1695
UG,Kayunga,Uganda - Kayunga,Namukuma,Kyengera,Kyengera Tree Planters B,06/02/2023 22:44,1,141
IN,Tamil Nadu,India - Vellore,Anaikattu,Anaicut,Selvaraj,06/01/2023 22:43,1,758
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Gichiru.,Gichiru - c,5/31/2023 22:44,1,0
UG,Kabale,Uganda - Kabale,Rugyendabara,Karo,Karungu tree planting,5/31/2023 22:44,1,1396
UG,Kanungu,Uganda - Kanungu,Muraamba,Kigarama,Kigarama Twekambe,5/31/2023 22:44,1,972
UG,Isingiro,Uganda - Isingiro,Kakamba,KITYAZA (A),UBUMWE,5/31/2023 22:44,1,2263
UG,Isingiro,Uganda - Isingiro,Kakamba,KYAMISHAIJA,KYAMISHAIJA TREE GROWERS,5/31/2023 22:44,1,82
UG,Kayunga,Uganda - Kayunga,Namukuma,Kyengera,Kyengera Tree Planters A,5/31/2023 22:44,1,194
UG,Kayunga,Uganda - Kayunga,Namukuma,Kyengera,Kyengera Tree Planters D,5/31/2023 22:44,1,58
UG,Omoro,Uganda - Omoro,Bobi,Oroapwoyo,Pur ki gen,5/31/2023 22:44,1,144
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel kal,Atek ki lwak community saving group,5/31/2023 22:44,1,758
UG,Kanungu,Uganda - Kanungu,Katojo,Biizi,Karokarunji afforesters,5/30/2023 22:43,1,1729
UG,Kabale,Uganda - Kabale,Hamurwa,KARUNGU,Mukyogo fermers,5/30/2023 22:43,1,1084
UG,Hoima,Uganda - Hoima,Kitoba,Kihoro,Abeteraine group Kihoro,5/30/2023 22:43,1,368
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kyonyo,Tubehamwe tree planting,5/30/2023 22:43,1,1156
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Gichiru,Gichiru - B,5/29/2023 22:42,1,0
UG,Isingiro,Uganda - Isingiro,Kakamba,KABUYANDA,KATOMA PLANTING TREE,5/29/2023 22:42,1,1903
UG,Isingiro,Uganda - Isingiro,Kakamba,Kishojo,KISHOJO TWIMUKYE GRIUP.,5/29/2023 22:42,1,71
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KITYAZA B,TWITEZE MBERE KITYAZA (B),5/29/2023 22:42,1,1883
UG,Isingiro,Uganda - Isingiro,Kakamba,KYEBUKUBE/ Ruyonza,KYEBUKUBE GROUP,5/29/2023 22:42,1,204
UG,Lamwo,Uganda - Lamwo,Paloga,MARAKACH B,Kacel Watwero,5/29/2023 22:42,1,139
UG,Soroti,Soroti,Ogoloi,Moru,ETETEUNOS GROUP,5/28/2023 22:41,1,89
UG,Soroti,Soroti,Obwobwo,Akore,Akore Aimorikikina TPG,5/27/2023 22:42,1,241
UG,Soroti,Soroti,Obwobwo,Akore,Akore Apoloutu TPG,5/27/2023 22:42,1,210
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,Muchodo tree farmers,5/27/2023 22:42,1,1021
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Gathiru - ini,Gathiru - ini,5/26/2023 22:41,1,0
UG,Kanungu,Uganda - Kanungu,Katebire,Kabashaki,K&K pine caring group,5/26/2023 22:41,1,2966
UG,Kitgum,Uganda - Kitgum,Namokora,Masese,Bed kacel Tree planting group,5/26/2023 22:41,1,1459
KE,Meru,Central Imenti,Abogeta,Kiandatu,Kiriamana,06/06/2022 10:00,1,372
UG,Amuru,Uganda - Amuru,Pupwooya,Palabel,Pajuga stone work,5/26/2023 22:41,1,647
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Sinnakutte,Jayanthi  K,5/26/2023 22:41,1,378
UG,Lamwo,Uganda - Lamwo,Paloga,YWAYA,YWAYA LOROT GROUP,5/26/2023 22:41,1,650
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 1,IBINJA 1 TREE PLANTING,5/25/2023 22:43,1,1229
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Gathage A. farmers,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Gathage upper,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,James mwangi njeri,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Kaagu central,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Kaagu farmers,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Karabai upper,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Karuhia B. farmers,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Karuhia C. Farmers,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Karuhia farmers,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Mutati central,5/25/2023 22:43,1,0
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,Ngewa farmers,5/25/2023 22:43,1,0
UG,Isingiro,Uganda - Isingiro,Kakamba,EKISINGA,EKISINGA FRUIT GROWERS.,5/24/2023 22:41,1,92
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 2,IBINJA 2 TREE PLANTING GROUP,5/24/2023 22:41,1,781
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 2,IBINJA TUHINGYE EMITI,5/24/2023 22:41,1,2703
UG,Kabale,Uganda - Kabale,Hamurwa,Kyimyungu,Mushanje fermers ass,5/24/2023 22:41,1,1246
UG,Isingiro,Uganda - Isingiro,Kakamba,MPOMA,MPOMA TREE PLANTING GROUP,5/24/2023 22:41,1,310
IN,Tamil Nadu,India - Tiruvallur,Pallipattu,Arcot kuppam,Malini,5/23/2023 22:40,1,3213
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,Vision Tree planting group,5/23/2023 22:40,1,571
UG,Isingiro,Uganda - Isingiro,Kakamba,KABUYANDA,KAARO 3 TREE PLANTING,5/23/2023 22:40,1,50
UG,Isingiro,Uganda - Isingiro,Ruborogota,KAGOOTO 2,KAGOOTO 2 ASSOCIATION TREE PLANTING,5/23/2023 22:40,1,130
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Kigetho,Kigetho,5/23/2023 22:40,1,0
UG,Isingiro,Uganda - Isingiro,Kabuyanda,Nyaruhanga,NYARUHANGA TUTUNGUKYE,5/23/2023 22:40,1,10765
UG,Soroti,Soroti,Ogoloi,OKUTOI,OKUTOI WARD AGRO-FORESTRY,5/23/2023 22:40,1,549
UG,Kanungu,Uganda - Kanungu,Katojo,Ruhago,Tibijuka tukore,5/23/2023 22:40,1,4223
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 1,IBINJA  TREE GROWERS,5/22/2023 23:17,1,2013
UG,Kanungu,Uganda - Lira,Hanturo,Karongo,Karongo Tree Farmers,5/22/2023 23:17,1,0
UG,Bushenyi,Bushenyi,Ihunga,IRyangabi,Iryangabi Tree farmers,5/21/2023 22:40,1,0
UG,Kanungu,Uganda - Kanungu,Kirima,Kajumo,MIGYERA PRIMARY SCHOOL,5/21/2023 22:40,1,0
IN,Tamil Nadu,India - Vellore,Anaikattu,Pakkam,Ramesh,5/18/2023 22:37,1,254
UG,Kasese,Uganda - Kasese,Kihara,Kihara,Kihara valley tree growers,5/17/2023 22:38,1,498
UG,Kabale,Uganda - Kabale,Rugyendabara,Nyakanengo,Martin tree p.group,5/16/2023 22:39,1,943
KE,Muranga,Kenya - Manga,Kimandi,Kagunda,KAGUNDA CENTRAL,5/15/2023 22:39,1,0
UG,Kanungu,Uganda - Kanungu,Katojo,Katajirameizi,Save nature tree planting,5/14/2023 22:38,1,5985
UG,Amuru,Uganda - Amuru,Pupwooya,Luli,PA PI ANYIM,5/14/2023 22:38,1,486
UG,Kanungu,,Katojo,Nyarushaje,Batureine tree project,5/14/2023 22:38,1,1417
IN,Tamil Nadu,India - Vellore,Anaikattu,Kallabarai,Rajendran,05/12/2023 22:40,1,159
UG,Kanungu,Uganda - Kanungu,Kirima,Kanjara,SAMKA FARMERS 2,05/12/2023 22:40,1,2005
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,Ebirungi fermers,05/12/2023 22:40,1,350
UG,Kabale,Uganda - Kabale,Hamurwa,Kaburara,Kaburara pine growers,05/11/2023 22:39,1,1423
UG,Bushenyi,Bushenyi,Rwajere,Kansas 1,Bamukama group,05/11/2023 22:39,1,2837
UG,Bushenyi,Bushenyi,Rwajere,Kasa2burungira,Magara group,05/11/2023 22:39,1,762
UG,Isingiro,Uganda - Isingiro,Kakamba,Katoma,ABAMWE TREE PLANTERS GROUP.,05/11/2023 22:39,1,740
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,Kerere Tukwatanise Group,05/11/2023 22:39,1,0
UG,Kasese,Uganda - Kasese,Kihara,Kihara,Bwambale Tree Growing group,05/11/2023 22:39,1,863
UG,Kasese,Uganda - Kasese,Kihara,Kihara,Kyabihire tree farmers association,05/11/2023 22:39,1,520
UG,Kabale,Uganda - Kabale,Bubare,Bukora,Bukora Fruit Growers,05/10/2023 22:38,1,886
UG,Isingiro,Uganda - Isingiro,Kakamba,KAARO 3,KAARO KARUNGI TREE PLANTING,05/10/2023 22:38,1,249
UG,Kabale,Uganda - Kabale,Kamuganguzi,Makanga,KABALE SPORTS CLUB GROUP,05/10/2023 22:38,1,557
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,RajaRaman,05/10/2023 22:38,1,556
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Poorungattur,Surendar,05/10/2023 22:38,1,611
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Thoppur,Bala Ganesan,05/10/2023 22:38,1,939
UG,Isingiro,Uganda - Isingiro,Kakamba,Kagooto2,KATUKORE TREE PLANTERS,05/09/2023 22:39,1,323
UG,Amuru,Uganda - Amuru,Pupwooya,Kal,Ryem can,05/09/2023 22:39,1,105
UG,Kayunga,Uganda - Kayunga,Baliwamu,NALUWERERE,BIRIMUMASO  TP,05/09/2023 22:39,1,722
UG,Lira,Uganda - Lira,Onyakede,OLAOIPII,OLAOIPII TREE FARMERS HUB,05/09/2023 22:39,1,2746
UG,Lira,Uganda - Lira,Onyakede,APALA,Apala tree plantation group,05/08/2023 22:39,1,2692
UG,Omoro,Uganda - Omoro,Bobi,Gwokke,Tii ki kumi gwokke,05/08/2023 22:39,1,274
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KAARO 2,GOD'S GRACE TREE PLANTING,05/08/2023 22:39,1,9011
UG,Isingiro,Uganda - Isingiro,Ruborogota,KAARO 3,KAARO  3 PLANTERS,05/08/2023 22:39,1,4950
UG,Amuru,Uganda - Amuru,Parwacha,Olwor ngu,PIT BER TREE PLANTING.,05/08/2023 22:39,1,268
UG,Omoro,Uganda - Omoro,Bobi,Opwach,Par pi diki opwach,05/08/2023 22:39,1,174
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Athipattu,Nantha vanam thottam,05/06/2023 22:38,1,542
UG,Isingiro,Uganda - Isingiro,Kakamba,KAGOOTO 2,KAGOOTO 2 ENVIRONMENTAL CONSERVATION,05/06/2023 22:38,1,1957
UG,Kabale,Uganda - Kabale,Rwensanziro,Kigumira,Katariwa Farmers,05/06/2023 22:38,1,1674
IN,Tamil Nadu,India - Tiruvannamalai,JAMUNAMARATHUR,Nallapattu,Ariya,05/06/2023 22:38,1,706
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyamiyaga,NYAMIYAGA TWEKAMBE TREE PLANTING,05/06/2023 22:38,1,1028
UG,Soroti,Soroti,Ocokican,Ocokican,Amora tree planting group ocokican,05/06/2023 22:38,1,0
UG,Kayunga,Uganda - Kayunga,Kasana,Wabusonko,DD3,05/06/2023 22:38,1,239
UG,Kayunga,Uganda - Kayunga,Kasana,Wabusonko,TT2,05/06/2023 22:38,1,170
UG,Lira,Uganda - Lira,Agoro,ABENYO,ABENYO  PLANTERS,05/05/2023 22:38,1,1837
UG,Isingiro,Uganda - Isingiro,Kakamba,Kigando,KIGANDO ASSOCIATION GROUP.,05/04/2023 22:42,1,182
