Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees,Date,Year_Enroled
KE,Nanyuki,,Weruini,Weruini,23991,6/24/2008 0:00,1,1056,2008-06-24 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kiandia,30820,6/13/2022 6:28,1,66,2022-06-13 06:28:00 UTC,2022
KE,Nanyuki,Laikipia East,Kiahuko,Iriuko,38671,6/23/2008 0:00,1,259,2008-06-23 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Itangini,Kwao,23246,6/23/2008 0:00,1,207,2008-06-23 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kirigicha,39019,6/13/2022 6:28,1,154,2022-06-13 06:28:00 UTC,2022
KE,Nanyuki,Laikipia West,Munyu,Munyu,23512,6/23/2008 0:00,1,2382,2008-06-23 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,LESHAU,33400,6/22/2008 0:00,1,897,2008-06-22 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Ndogino,LESHAU,18507,6/22/2008 0:00,1,603,2008-06-22 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Karamtoni,Ndivai,34879,6/22/2008 0:00,1,655,2008-06-22 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Raichiri Podo,Ndivai,19781,6/22/2008 0:00,1,501,2008-06-22 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Kihingo,Ndivai,36578,6/22/2008 0:00,1,703,2008-06-22 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Matanya,Waguthiru,38064,6/22/2008 0:00,1,558,2008-06-22 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kirundi,20967,6/13/2022 6:28,1,11,2022-06-13 06:28:00 UTC,2022
KE,Nanyuki,Laikipia West,Karamtoni,LESHAU,28520,6/21/2008 0:00,1,1298,2008-06-21 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Karamtoni,Ndivai,18219,6/21/2008 0:00,1,817,2008-06-21 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Karamtoni,Ndivai,24350,6/21/2008 0:00,1,1667,2008-06-21 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Kiahuko,Tigithi,36179,6/21/2008 0:00,1,568,2008-06-21 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Miomponi,23600,6/13/2022 6:28,1,716,2022-06-13 06:28:00 UTC,2022
KE,Nanyuki,North Imenti,Ontilili,Kianjera,37580,6/20/2008 0:00,1,297,2008-06-20 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Mpangwuani,32205,6/13/2022 6:28,1,523,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Mugutu,26706,6/13/2022 6:28,1,43,2022-06-13 06:28:00 UTC,2022
KE,Nanyuki,Laikipia West,Munyu,Munyu,27460,6/20/2008 0:00,1,1269,2008-06-20 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,18271,6/20/2008 0:00,1,1062,2008-06-20 00:00:00 UTC,2008
KE,Nanyuki,North Imenti,Kianjera,Nkando,35955,6/20/2008 0:00,1,568,2008-06-20 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Mukothima,25054,6/13/2022 6:28,1,39,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Mukuyuni,20074,6/13/2022 6:28,1,6,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Mukuyuni,38776,6/13/2022 6:28,1,0,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,ntithini,27191,6/13/2022 6:28,1,240,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Thanantu,15583,6/13/2022 6:28,1,191,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Thanantu,32966,6/13/2022 6:28,1,141,2022-06-13 06:28:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Iriani,14457,1/14/2022 7:59,1,90,2022-01-14 07:59:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Mukothima B,37671,01/05/2022 06:26,1,40,2022-01-05 06:26:00 UTC,2022
KE,Meru,Tharaka,Mukothima,Iriani,25410,12/28/2021 5:18,1,310,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Iriani,31146,12/28/2021 5:18,1,148,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Rwakinanga,16059,12/28/2021 5:18,1,32,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Rwakinanga,37815,12/28/2021 5:18,1,92,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Rwakinanga,13872,12/28/2021 5:18,1,181,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Rwakinanga,10043,12/28/2021 5:18,1,103,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Rwakinanga,14223,12/28/2021 5:18,1,101,2021-12-28 05:18:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Reakinanga,28150,12/14/2021 4:01,1,34,2021-12-14 04:01:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Rwakinanga,19294,12/14/2021 4:01,1,88,2021-12-14 04:01:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mukothima B,14344,11/24/2021 15:26,1,171,2021-11-24 15:26:00 UTC,2021
KE,Nanyuki,Laikipia West,Githima,Mutarakwa,28667,6/19/2008 0:00,1,912,2008-06-19 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Matanya,Tigithi,39871,6/19/2008 0:00,1,2017,2008-06-19 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,NTUGI,14975,11/24/2021 15:26,1,236,2021-11-24 15:26:00 UTC,2021
KE,Nanyuki,Laikipia West,Munyu,Munyu,14967,6/18/2008 0:00,1,983,2008-06-18 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Weruini,Weruini,35158,6/18/2008 0:00,1,417,2008-06-18 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Kiriogo,Kariki,36724,6/17/2008 0:00,1,968,2008-06-17 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Kiriogo,Kiriogo,15681,6/17/2008 0:00,1,3175,2008-06-17 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kanyange,30923,08/05/2021 06:48,1,56,2021-08-05 06:48:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kanyange,24117,08/05/2021 06:48,1,85,2021-08-05 06:48:00 UTC,2021
KE,Nanyuki,Laikipia East,Chuma,Chuma,20395,6/15/2008 0:00,1,229,2008-06-15 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Nchakwa,30120,08/05/2021 06:48,1,150,2021-08-05 06:48:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kaguma,34203,05/07/2021 05:25,1,106,2021-05-07 05:25:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kaguma,35974,05/07/2021 05:25,1,190,2021-05-07 05:25:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kaguuma,13497,05/07/2021 05:25,1,126,2021-05-07 05:25:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kiiriga,21210,05/07/2021 05:25,1,84,2021-05-07 05:25:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mutaranga,11486,05/07/2021 05:25,1,481,2021-05-07 05:25:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Nchakwa,11969,05/07/2021 05:25,1,214,2021-05-07 05:25:00 UTC,2021
KE,Nanyuki,Laikipia West,Karaba,Karaba,13123,6/14/2008 0:00,1,1806,2008-06-14 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,28766,6/14/2008 0:00,1,588,2008-06-14 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,19987,6/14/2008 0:00,1,938,2008-06-14 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Weruini,Weruini,33370,6/14/2008 0:00,1,640,2008-06-14 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,NTUGI,37940,05/07/2021 05:25,1,229,2021-05-07 05:25:00 UTC,2021
KE,Nanyuki,Nyandarua,Kiandege,CHAURI,22061,6/13/2008 0:00,1,3644,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Kiandege,CHAURI,17054,6/13/2008 0:00,1,2695,2008-06-13 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kathita,19684,05/06/2021 10:08,1,325,2021-05-06 10:08:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mathiga,12806,05/06/2021 10:08,1,242,2021-05-06 10:08:00 UTC,2021
KE,Nanyuki,Laikipia West,Mutanga,Kanothi/Leshau,11754,6/13/2008 0:00,1,545,2008-06-13 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Thanantu,16465,05/04/2021 07:25,1,69,2021-05-04 07:25:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Chiakariga,15599,05/03/2021 05:12,1,331,2021-05-03 05:12:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Gaciambogo,16281,05/03/2021 05:12,1,194,2021-05-03 05:12:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Gaciambogo,38392,05/03/2021 05:12,1,149,2021-05-03 05:12:00 UTC,2021
KE,Nanyuki,Nyandarua,Pondo,LESHAU,22129,6/13/2008 0:00,1,916,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Pondo,LESHAU,21132,6/13/2008 0:00,1,2132,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Kiandege,LESHAU,16574,6/13/2008 0:00,1,935,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mutanga,LESHAU,20828,6/13/2008 0:00,1,3394,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyeri North,Ndogino,LESHAU,30964,6/13/2008 0:00,1,1181,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Ndogino,LESHAU,15994,6/13/2008 0:00,1,937,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,LESHAU,10332,6/13/2008 0:00,1,5046,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Ndogino,LESHAU,30642,6/13/2008 0:00,1,773,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Leshau Pondo,22449,6/13/2008 0:00,1,622,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Leshau/Mathingira,32305,6/13/2008 0:00,1,902,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Ndogino,Leshau/Mathingira,20158,6/13/2008 0:00,1,553,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mairo-inya,34824,6/13/2008 0:00,1,1121,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mairo-inya/Kiriita,39241,6/13/2008 0:00,1,459,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Pondo,MUNANDAINI,19522,6/13/2008 0:00,1,676,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,37279,6/13/2008 0:00,1,2847,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,30134,6/13/2008 0:00,1,2073,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,23565,6/13/2008 0:00,1,662,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu Ngoru,34974,6/13/2008 0:00,1,750,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu/Ngoru,25588,6/13/2008 0:00,1,821,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Kiandege,Ngoru,27978,6/13/2008 0:00,1,6701,2008-06-13 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Ngoru/Mahianyu,27391,6/13/2008 0:00,1,553,2008-06-13 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kiiriga,22326,05/03/2021 05:12,1,271,2021-05-03 05:12:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kombo,26256,05/03/2021 05:12,1,444,2021-05-03 05:12:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mariango,30596,4/22/2021 5:39,1,90,2021-04-22 05:39:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mariango,34129,4/22/2021 5:39,1,167,2021-04-22 05:39:00 UTC,2021
KE,Nanyuki,Laikipia West,Mairo Nne,LESHAU,13758,06/12/2008 00:00,1,136,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mathingira,23153,06/12/2008 00:00,1,279,2008-06-12 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Weruni,16581,4/14/2021 7:26,1,268,2021-04-14 07:26:00 UTC,2021
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,38007,06/12/2008 00:00,1,675,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,24333,06/12/2008 00:00,1,554,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,22265,06/12/2008 00:00,1,949,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mungetho,33809,06/12/2008 00:00,1,2268,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Mairo Nne,Mung'etho,23456,06/12/2008 00:00,1,909,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,23541,06/12/2008 00:00,1,820,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,35278,06/12/2008 00:00,1,3253,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Nyeri North,Gikati,Murungaru,25293,06/12/2008 00:00,1,646,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,33998,06/12/2008 00:00,1,709,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,25783,06/12/2008 00:00,1,1039,2008-06-12 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu/Kiandege,30263,06/12/2008 00:00,1,591,2008-06-12 00:00:00 UTC,2008
UG,Kabale,Kabale,Nyamweru,Kihorongwa,14198,06/11/2008 00:00,1,3696,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Ndogino,LESHAU,25827,06/11/2008 00:00,1,277,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Ndogino,LESHAU,23741,06/11/2008 00:00,1,550,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mahianyu/Kiandege,25840,06/11/2008 00:00,1,4347,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,28870,06/11/2008 00:00,1,1021,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,10406,06/11/2008 00:00,1,359,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Muruku Pesi,MURUKU,13342,06/11/2008 00:00,1,225,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Nganoini,MURUKU,17355,06/11/2008 00:00,1,72,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,27655,06/11/2008 00:00,1,1086,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,11883,06/11/2008 00:00,1,865,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,11400,06/11/2008 00:00,1,3040,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Kiandege,Ngoru/Mahianyu,38243,06/11/2008 00:00,1,8095,2008-06-11 00:00:00 UTC,2008
KE,Nanyuki,Laikipia East,Chuma,Chuma,24735,06/10/2008 00:00,1,403,2008-06-10 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Njorua,Michatha,34368,06/10/2008 00:00,1,1288,2008-06-10 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,28561,06/10/2008 00:00,1,585,2008-06-10 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Munyu,Munyu,29971,06/10/2008 00:00,1,432,2008-06-10 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Pondo,Mutitu,31231,06/10/2008 00:00,1,595,2008-06-10 00:00:00 UTC,2008
KE,Nanyuki,,Wiumiririe,Kiriogo,13105,06/09/2008 00:00,1,2344,2008-06-09 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Githima,Kagongo,27766,06/07/2008 00:00,1,438,2008-06-07 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Nkomano,14877,04/07/2021 08:30,1,52,2021-04-07 08:30:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Iriani,10437,3/15/2021 10:51,1,36,2021-03-15 10:51:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Iriani,39877,3/15/2021 10:51,1,266,2021-03-15 10:51:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Iriani,25951,3/15/2021 10:51,1,61,2021-03-15 10:51:00 UTC,2021
KE,Nanyuki,Nyeri North,Kiamariga,Kiamariga,14294,06/05/2008 00:00,1,764,2008-06-05 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kabutuko,30291,3/15/2021 10:51,1,47,2021-03-15 10:51:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kiamauti,17261,3/15/2021 10:51,1,53,2021-03-15 10:51:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mukuyuni,15660,3/15/2021 10:51,1,27,2021-03-15 10:51:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mukuyuni,20575,3/15/2021 10:51,1,69,2021-03-15 10:51:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Kabuabua,34801,03/07/2021 14:14,1,89,2021-03-07 14:14:00 UTC,2021
KE,Nanyuki,Laikipia East,Kamuthanga,Kirurumo,14203,06/04/2008 00:00,1,16,2008-06-04 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Gikingo,39215,1/18/2021 12:32,1,42,2021-01-18 12:32:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Gikingo,11181,1/18/2021 12:32,1,110,2021-01-18 12:32:00 UTC,2021
KE,Nanyuki,Nyandarua,Ndogino,LESHAU,26067,06/03/2008 00:00,1,342,2008-06-03 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Raichiri Podo,Leshau Pondo,16537,06/03/2008 00:00,1,544,2008-06-03 00:00:00 UTC,2008
KE,Nanyuki,Nyandarua,Kihingo,Ndivai,19813,06/03/2008 00:00,1,375,2008-06-03 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Mpondoni,11211,1/18/2021 12:32,1,48,2021-01-18 12:32:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mpondoni,24002,1/18/2021 12:32,1,207,2021-01-18 12:32:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Mugutu,32150,1/18/2021 12:32,1,29,2021-01-18 12:32:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Ciamaratatia,14738,01/07/2021 19:49,1,184,2021-01-07 19:49:00 UTC,2021
KE,Meru,Tharaka,Mukothima,Irunduni,25799,3/17/2020 17:09,1,154,2020-03-17 17:09:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Mpanguani,26808,3/17/2020 17:09,1,0,2020-03-17 17:09:00 UTC,2020
KE,Nanyuki,Laikipia West,Salama,SALAMA,32806,06/02/2008 00:00,1,515,2008-06-02 00:00:00 UTC,2008
KE,Nanyuki,Laikipia West,Salama,SALAMA,33955,06/02/2008 00:00,1,268,2008-06-02 00:00:00 UTC,2008
UG,Kabale,,Kabanyonyi,,12867,06/01/2008 00:00,1,3409,2008-06-01 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Thhiiti,26918,3/17/2020 17:09,1,128,2020-03-17 17:09:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Thiiti,19037,3/17/2020 17:09,1,204,2020-03-17 17:09:00 UTC,2020
KE,Nanyuki,Nyandarua,Kiriogo,Kiriogo,36513,06/01/2008 00:00,1,376,2008-06-01 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Thiiti,10927,3/17/2020 17:09,1,289,2020-03-17 17:09:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Thiiti,38931,3/17/2020 17:09,1,652,2020-03-17 17:09:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Thiiti,27418,3/17/2020 17:09,1,502,2020-03-17 17:09:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Gantomba,15155,03/11/2020 09:44,1,78,2020-03-11 09:44:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Kiandia,12095,03/11/2020 09:44,1,50,2020-03-11 09:44:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Kiandia,24281,03/11/2020 09:44,1,194,2020-03-11 09:44:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Kirundi,24032,03/11/2020 09:44,1,109,2020-03-11 09:44:00 UTC,2020
KE,Nanyuki,,Kianjera,Nkando,26955,5/31/2008 0:00,1,1057,2008-05-31 00:00:00 UTC,2008
KE,Meru,Tharaka,Mukothima,Kirundi,12202,03/11/2020 09:44,1,209,2020-03-11 09:44:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Mugutu,18892,03/11/2020 09:44,1,42,2020-03-11 09:44:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Mukothima,39612,03/11/2020 09:44,1,389,2020-03-11 09:44:00 UTC,2020
KE,Meru,Tharaka,Mukothima,Ganchebere,14872,03/02/2020 06:00,1,576,2020-03-02 06:00:00 UTC,2020
KE,Meru,Meru South,Mukui,Gautini,18362,03/11/2023 22:35,1,0,2023-03-11 22:35:00 UTC,2023
KE,Meru,Meru South,Mukui,Mbironi,12951,1/19/2023 22:38,1,0,2023-01-19 22:38:00 UTC,2023
KE,Meru,Meru South,Mukui,Kathurini,25102,01/04/2023 22:40,1,0,2023-01-04 22:40:00 UTC,2023
KE,Meru,Meru South,Mukui,Miraga,25108,01/03/2023 22:41,1,128,2023-01-03 22:41:00 UTC,2023
KE,Meru,Meru South,Mukui,Miraga,20670,12/31/2022 22:41,1,0,2022-12-31 22:41:00 UTC,2022
KE,Meru,Meru South,Mukui,Mbironi,30525,12/30/2022 22:43,1,0,2022-12-30 22:43:00 UTC,2022
KE,Meru,Meru South,Mukui,Mbironi,15490,12/20/2022 22:39,1,30,2022-12-20 22:39:00 UTC,2022
KE,Meru,Meru South,Mukui,Gitaita,22269,12/05/2022 22:51,1,363,2022-12-05 22:51:00 UTC,2022
KE,Meru,Meru South,Mukui,Kathurini,37205,11/19/2022 22:31,1,47,2022-11-19 22:31:00 UTC,2022
KE,Meru,Meru South,Mukui,Gautini,28213,10/18/2022 22:29,1,0,2022-10-18 22:29:00 UTC,2022
KE,Meru,Meru South,Mukui,Mukui,39215,10/18/2022 22:29,1,74,2022-10-18 22:29:00 UTC,2022
KE,Meru,Meru South,Mukui,Kathurini,17519,10/08/2022 22:31,1,32,2022-10-08 22:31:00 UTC,2022
KE,Meru,Meru South,Mukui,Kathurini,25658,10/08/2022 22:31,1,201,2022-10-08 22:31:00 UTC,2022
KE,Meru,Meru South,Mukui,Kathurini,25636,9/29/2022 15:33,1,0,2022-09-29 15:33:00 UTC,2022
KE,Meru,Meru South,Mukui,Kathurini,30894,9/29/2022 15:33,1,0,2022-09-29 15:33:00 UTC,2022
KE,Meru,Meru South,Mukui,Mukui,30663,9/29/2022 15:33,1,0,2022-09-29 15:33:00 UTC,2022
KE,Meru,Meru South,Mukui,Mukui,17813,9/29/2022 15:33,1,83,2022-09-29 15:33:00 UTC,2022
KE,Meru,Meru South,Mukui,Mukui,25639,9/29/2022 15:33,1,0,2022-09-29 15:33:00 UTC,2022
KE,Meru,Meru South,Mukui,Ndundo,31610,8/30/2022 22:26,1,233,2022-08-30 22:26:00 UTC,2022
KE,Meru,Meru South,Mukui,Ndundo,13770,8/30/2022 22:26,1,51,2022-08-30 22:26:00 UTC,2022
KE,Meru,Meru South,Mukui,Ndundo,16978,8/15/2022 14:20,1,130,2022-08-15 14:20:00 UTC,2022
KE,Meru,Meru South,Mukui,Gautini,16115,08/12/2022 12:25,1,128,2022-08-12 12:25:00 UTC,2022
KE,Meru,Meru South,Mukui,Mbironi,19164,08/12/2022 12:25,1,128,2022-08-12 12:25:00 UTC,2022
KE,Meru,Meru South,Mukui,Iriani,39717,7/19/2022 16:05,1,0,2022-07-19 16:05:00 UTC,2022
KE,Meru,Tigania East,Mukunga,Kanyiri,22342,01/07/2022 06:15,1,128,2022-01-07 06:15:00 UTC,2022
KE,Meru,Tigania East,Mukunga,Kanyiri,36409,11/29/2021 6:17,1,427,2021-11-29 06:17:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kaburi,32567,11/12/2021 04:32,1,51,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kirima,34966,11/12/2021 04:32,1,0,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kirima,18092,11/12/2021 04:32,1,45,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,12888,11/12/2021 04:32,1,165,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,15272,11/12/2021 04:32,1,153,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,13893,11/12/2021 04:32,1,106,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,10428,11/12/2021 04:32,1,96,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,33507,11/12/2021 04:32,1,20,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,22591,11/12/2021 04:32,1,220,2021-11-12 04:32:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kirima,24718,11/09/2021 15:18,1,129,2021-11-09 15:18:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kirima,36969,11/09/2021 15:18,1,723,2021-11-09 15:18:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kiroone,28313,11/09/2021 15:18,1,190,2021-11-09 15:18:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Kiroone,38249,11/09/2021 15:18,1,495,2021-11-09 15:18:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,35632,11/09/2021 15:18,1,165,2021-11-09 15:18:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,25314,11/09/2021 15:18,1,277,2021-11-09 15:18:00 UTC,2021
KE,Meru,Tigania East,Mukunga,Mukunga,25415,11/09/2021 15:18,1,113,2021-11-09 15:18:00 UTC,2021
KE,Nanyuki,,Kamuthanga,Kiburuti,36717,5/29/2008 0:00,1,105,2008-05-29 00:00:00 UTC,2008
